tournament_id,tournament_en
205293,The Kiev Major 2017. Asia. Open Qualifiers #2
105868,SLTV StarSeries XI China/SEA
181122,WESG 2016. European National Qualifiers
212879,EPICENTER: Moscow 2017
204577,The Kiev Major 2017. Asia. Open Qualifiers
189514,ESL One Genting 2017
219433,The International 2017. Cis. Open Qualifier #2
219439,The International 2017. Asia. Open Qualifier #2
219411,The International 2017. Europe. Open Qualifier #1
219435,The International 2017. China. Open Qualifier #1
219312,The International 2017. Championship Qualifier
219438,The International 2017. Asia. Open Qualifier #1
213052,SL i-League Invitational #2
212707,EPICENTER: Moscow 2017. Open Qualifiers. Europe
202586,The Kiev Major 2017
211646,EPICENTER: Moscow 2017. Open Qualifiers. South-East Asia
211649,EPICENTER: Moscow 2017. Open Qualifiers. Cis
211752,EPICENTER: Moscow 2017. Open Qualifiers. South America
211159,SL i-League Invitational #2. European Qualifiers
197282,Dota 2 Asia Championships 2017
207767,Dota 2 Asia Championships 2017. Solo Championship
49868,MLG Championship
204576,The Kiev Major 2017. China. Open Qualifiers
190954,WESG 2016 Dota 2. Asian LAN-Qualifier
185186,WESG 2016. European LAN-Qualifiers
187989,WESG 2016. American LAN-Qualifiers
188688,The Boston Major 2016. 2 Qualifier China Europe
184547,WESG 2016. American National Qualifiers
219417,The International 2017. Europe. Open Qualifier #2
194456,SL i-League StarSeries Season 3
196149,SL i-League StarSeries Season 3. European Qualifiers
195654,WESG 2016 Dota 2
197581,Dota 2 Asia Championships 2017. Chinese Qualifiers
185461,The Boston Major 2016
204579,The Kiev Major 2017. Cis. Open Qualifiers
189516,ESL One Genting 2017. Asian Qualifier
189515,ESL One Genting 2017. European Qualifier
97382,MSI Beat IT
189517,ESL One Genting 2017. American Qualifier
188489,The Boston Major 2016. Open Qualifier America Sea
217889,The International 2017
91336,GEST The Challenge June
119263,GIGABYTE Challenge #14
226945,Dota 2 Champions League Season 12
41616,Dota 2 League Season 4
41582,Dota 2 Champions League Season 1
72215,SteelSeries Euro Cup 3
72789,Netolic Pro League #5 West
75766,XMG Captains Draft Invitational
73086,Netolic Pro League #5 East
208577,test test test
70091,Dota 2 Champions League Season 2
81177,Fragbite Masters 2014
72627,joinDOTA League Season 1
43227,2013 WPC ACE Dota 2 League
69198,Red Bull ECL 2013 Grand Finals
183872,Dota 2 Professional League Season 2 — Top League
192956,World Cyber Arena 2016
193900,2016 China Top. Dota 2
168324,joinDOTA League Season 10 Asia
195042,WellPlay Invitational #6
138694,MarsTV Dota 2 League Winter
136903,Dota 2 Champions League: Christmas Charity Magic
132137,The Summit 4
115712,The Summit 3
118069,ASUS ROG DreamLeague Season 3
120789,MarsTV Dota 2 League Spring
123067,FirstGameTV Dota 2 Cup
186450,The Summit 6. Qualifier
111136,MCS Open Grand Final Dota 2
102160,HyperX D2L Season 5
105703,IeSF 2014 World Championship
83712,The Summit
183769,Nanyang Dota 2 Championships — Cruise Cup #1
44568,Bigpoint Battle #10
197352,OMEN Dota 2 Cup
195737,KOD League Season IV
201011,Elimination Mode 3.0
67438,EIZO Cup #10
117015,Hitbox EU Championship
68982,Asia Cyber Games 2013
72909,EIZO Cup #11
76093,GIGABYTE Challenge #1
73514,PD Cup Winter
190193,SEA Kappa Invitational Season 3
114155,Dota 2 Asia Championsip: 1v1 tournament
108617,HyperX Trilogy
91839,AMD D2M League
88579,V Games Tournament #2
195701,AOC Dota 2 Cup
91467,GIGABYTE Challenge #5
85968,WD Dota 2 Pro Series 3
82712,WD Dota 2 Pro Series 2
79760,WD Dota 2 Pro Series
207456,SEA Kappa Invitational Season 4
149761,Game On Invitational #1
42062,EIZO Cup #9
206558,Dota2 Professional League Season 3 — Top League
201119,Dota 2 Champions League Season 10
204330,Betway Arena King of the Hill #1
206716,Betway Arena King of the Hill #2
207230,Кубок Москвы 2017
206577,Overpower Cup
206599,Dota 2 Champions League Season 11
207510,Betway Arena King of the Hill #3
213149,ZOTAC Cup Masters. European Qualifiers #2
187474,Dota 2 ACE — Provisional
209891,ZOTAC Cup Masters. European Qualifiers #1
210130,Betway Arena King of the Hill #4
210963,ZOTAC Cup Masters. Open European Qualifiers #2
211007,Betway Arena King of the Hill #5
216407,Galaxy Battles. Open Qualifier
211080,ZOTAC Cup Masters. Chinese Qualifiers
211071,ZOTAC Cup Masters. Asian Qualifiers #1
209924,The Manila Masters. Филлипинские Qualifier
207650,Кубок России по киберспорту 2017. Dota 2
41825,Netolic Pro League #4 West
68392,Fengyun Championship
209919,DreamLeague Season 7. Североамериканские Qualifiers
173285,Pro Gamer League 2016 - Summer
168322,joinDOTA League Season 10 Europe
100982,Synergy League
82086,Dota 2 Champions League Season 3
91322,WVW - June
109087,GIGABYTE Challenge #11
183147,BTS Europe #4
190451,Dota 2 Champions League Season 9
223087,Рофлотурик
185844,ROG MASTERS 2016
182657,Royal Arena #1
184330,Dota 2 Champions League Season 8
82010,The Inaugural
222494,Overpower Cup 2
73946,ASUS ROG DreamLeague Season 1
228670,SL i-League Invitational Season 3. Open Qualifiers South America
228612,SL i-League Invitational Season 3. Open Qualifiers Cis
228617,SL i-League Invitational Season 3. Open Qualifiers Sea
226352,ProDotA Cup Southeast Asia #9
226340,ProDotA Cup Europe #21
223284,ProDotA Cup Americas #10
223357,KOD League Season V
227548,ROG MASTERS 2017. Chinese Qualifier
218420,Blood in the Streets #1
216956,DreamLeague Season 7
221897,ProDotA Cup Europe #20
222353,World Cyber Arena 2017. Qualifiers. APAC
213719,The Final Match 2017
221934,Mars Dota 2 League 2017
216877,ProDotA Cup Europe #19
220309,TI7. China. Closed Qualifier
220383,TI7. North America. Closed Qualifier
220314,TI7. South America. Closed Qualifier
220216,TI7. Europe. Closed Qualifier
220209,TI7. Cis. Closed Qualifier
220386,TI7. Asia. Closed Qualifier
219666,The International 2017. South America. Open Qualifier #2
219420,The International 2017. North America. Open Qualifier #2
219419,The International 2017. North America. Open Qualifier #1
219664,The International 2017. South America. Open Qualifier #1
217267,ProDotA Cup Americas #9
210992,WellPlay Invitational #8
209587,DOTA Summit 7
215432,Galaxy Battles
214277,World Cyber Arena 2017. Tournament Platform Classic
215697,Galaxy Battles. Chinese Qualifiers
215395,ZOTAC Cup Masters
215783,Galaxy Battles. European Qualifiers
215784,Galaxy Battles. American Qualifiers
209932,DreamLeague Season 7. Североамериканский Division
214041,LootBet Invitational
202593,The Manila Masters
212957,ProDotA Cup Southeast Asia #8
215698,Galaxy Battles. Asian Qualifiers
209929,DreamLeague Season 7. Европейский Division
212986,EPICENTER: Moscow 2017. Qualifier
212930,ProDotA Cup Europe #18
212032,Mr. Cat Europe Invitational
213323,Mars Dota 2 League 2017. Qualifier
214117,ZOTAC Cup Masters. Asian Qualifiers #2
209582,The Summit 7. American Qualifiers
209583,The Summit 7. European Qualifiers
209585,The Summit 7. Chinese Qualifiers
211490,Dota2 Professional League Season 3 — Стыковочные матчи
212920,The Summit 7. Pre-Qualifier
209360,ProDotA Cup Europe #17
209533,ProDotA Cup Southeast Asia #7
207051,Dota2 Professional League Season 3 — Secondary
211039,ZOTAC Cup Masters. American Qualifiers
41879,Fragbite Masters 2013
66467,TECHLABS CUP KZ 2013 Dota 2
69176,Pinnacle DotA 2 Cup
79543,GIGABYTE Challenge #2
81959,WVW National Esports Professional League
86823,SteelSeries Go4Dota2 CIS Cup May
87747,GIGABYTE Challenge #4
87533,Mars TV Dota 2 League
86824,TECHLABS CUP BY 2014
79702,WPC ACE 2014
81824,American Dota League Season 2
80994,D2L Western Challenge
84806,joinDOTA League Season 2
97189,World E-sport Championships 2014
94160,BountyHunter Asia Showdown
95474,GIGABYTE Challenge #6
95768,joinDOTA League Season 3
97929,Game Show Dota 2 League Season One
97487,BountyHunter America Showdown
98298,GIGABYTE Challenge #7
97926,WePlay League Season 3. Qualifiers
99383,NVIDIA Game24 DotA 2 Invitational
102336,ASUS ROG DreamLeague Season 2
96140,Korean Dota League 3
101832,Eizo Cup #12
102138,The Summit 2
104384,National Electronic Sports Tournament 2014
99182,MPGL SEA League 5
101089,Dota Pit League Season 2
107930,Esportal Dota 2 League
107293,MPGL SEA Season 6
105541,Battle of Central Europe 3
109462,EIZO Cup #13
106290,GIGABYTE Challenge #10
109444,joinDOTA Masters
108030,i-league Season 2
114843,Major All Stars Dota 2 Tournament
115755,"joinDOTA Masters 2015, second tournament"
115330,Iron Trophy Europe
116375,ESL One Frankfurt 2015
119068,Yard G2A Fest Ep.1
117772,Red Bull Battle Grounds
120538,ASUS Play It Cool
119596,JoinDOTA MLG Pro League Season #2
113076,JoinDOTA MLG Pro League Season #1
124510,ProDotA Cup
119605,World Cyber Arena 2015
124472,E-sport-bets Celebration Show-match Dota 2
129834,BTS Southeast Asia #1
121566,The International 2015
130813,MLG World Finals
131773,SLTV Season XIII
129855,ESL One New York 2015
132608,Open Qualifier Frankfurt Major 2015
131608,SLTV Star PreSeason Dota 2
130822,Moonduck Studios Dota 2 Cup
130408,Alienware Summer’s End
130501,ASUS ROG DreamLeague Season 4
130939,BTS Americas #2
112173,Area 51 Dota2 Cup
131504,Dota 2 Champions League Season 6
112926,joinDOTA Masters Season 15
137336,BTS Southeast Asia #2
139042,ProDotA Cup Europe 2015
140428,BTS Europe #1
136571,ECL Autumn 2015
144261,Shanghai DotA2 Open
144843,The Shanghai Major 2016. Open Quali #2: Europe
144844,"The Shanghai Major 2016. Open Quali #2: SEA, NA, China"
144326,The Shanghai Major 2016. Open Quali: Europe
149205,Rumble Town
148495,BTS Southeast Asia #3
149586,BTS Europe #2
148515,BTS Americas #3
152610,Dota 2 Stars Arena
151133,ProDotA Cup Americas #3
147497,ESL One Manila 2016. Europe Quali
148945,ESL One Manila 2016. NA/SEA/Philippines
152039,Click-Storm DOTA 2 League #1
154061,EPICENTER: Moscow. Open Qualifier. NA SEA
155727,BTS Americas #4
155848,WellPlay Invitational #1
138039,Dota Pit League Season 4
156842,SL i-League Dota 2 Invitational
157787,BTS Southeast Asia #4
157634,BTS Europe #3
161298,NVIDIA Dota 2 Cup Series Grand Final #5
157830,ESL One Frankfurt 2016: SEA Quali
152040,ESL One Manila 2016
161967,Open Qualifiers The Manila Major 2016: America
162109,Open Qualifiers The Manila Major 2016: China
161825,Open Qualifiers The Manila Major 2016. Europe
158721,ESL One Frankfurt 2016: American Quali
163176,The Summit 5. Open Qualifier
164064,Game On Invitational #2
163633,SL i-League Season 2. European Qualifier
163643,SL i-League Season 2: Asian Qualifier
157833,ESL One Frankfurt 2016: CN Quali
163365,The Summit 5. Qualifier
158701,World Cyber Arena 2016. Season 1
163785,Nanyang Championships Season 2. Qualifier
166446,Loot Market Invitational
163953,SL i-League Season 2: Chinese Qualifier
169881,Aftonbladet Fight Night #4
168072,National Electronic Arena 2016
169839,TI6. Europe. Open Qualifiers #2
165487,SEA Kappa Invitational Season 2
172162,WellPlay Invitational #3
179340,WESG 2016. Middle East Africa. LAN-Qualifier
179905,Dota 2 Champions League Season 8. Open Qualifier
168323,joinDOTA League Season 10 America
83924,GIGABYTE Challenge #3
181217,WESG 2016. Russian Qualifiers
188402,The Boston Major 2016. 1 Qualifier China Europe
187348,FACEIT Invitational
191394,Treasure Arena
204578,The Kiev Major 2017. Europe. Open Qualifiers
205295,The Kiev Major 2017. Europe. Open Qualifiers #2
209556,The Summit 7. Asian Qualifiers
210034,SL i-League Invitational #2. Chinese Qualifiers
208953,The Manila Masters. Asian Qualifiers
209875,DreamLeague Season 7. European Qualifier
201435,Infinite Sky League
195011,Dota 2 Ice Cup
206551,ProDotA Cup Southeast Asia #6
206541,ProDotA Cup Europe #16
207913,Кубок России по киберспорту 2017. Open Qualifiers #4
202047,WellPlay Invitational #7
206566,The Manila Masters. Chinese Qualifier
204677,The Kiev Major 2017. China. Regional Qualifiers
204672,The Kiev Major 2017. South America. Regional Qualifiers
204671,The Kiev Major 2017. North America. Regional Qualifiers
204669,The Kiev Major 2017. Europe. Regional Qualifiers
204670,The Kiev Major 2017. Cis. Regional Qualifiers
204664,The Kiev Major 2017. Asia. Regional Qualifiers
205297,The Kiev Major 2017. North America. Open Qualifiers #2
204581,The Kiev Major 2017. South America. Open Qualifiers
204580,The Kiev Major 2017. North America. Open Qualifiers
202080,ProDotA Cup Europe #15
200026,Mr. Cat Invitational Season 2
202062,ProDotA Cup Southeast Asia #5
198483,Dota 2 Asia Championships 2017. Qualifier Cis
198484,Dota 2 Asia Championships 2017. American Qualifiers
198481,Dota 2 Asia Championships 2017. European Qualifiers
198485,Dota 2 Asia Championships 2017. Asian Qualifiers
196610,SL i-League StarSeries Season 3. American Qualifiers
197564,ProDotA Cup Europe #14
196611,SL i-League StarSeries Season 3. Asian Qualifiers
197273,ProDotA Cup Southeast Asia #4
186708,Dota Pit League Season 5
194608,ProDotA Cup Europe #13
194515,SL i-League StarSeries Season 3. Chinese Qualifiers
196087,Royal Arena #2
194641,ProDotA Cup Americas #8
194905,ASUS ROG SEA Cup
183623,Dota 2 Professional League Season 2 — Secondary League
190423,WellPlay Invitational #5
190840,ProDotA Cup Americas #7
190584,ProDotA Cup Europe #12
184803,Dota 2 Danger Cup
184435,ASUS ROG DreamLeague Season 6
191792,ESL One Genting 2017. Chinese Qualifier
189666,Elimination Mode 2.0
186449,The Summit 6
186448,Northern Arena BEAT Invitational
169243,World Cyber Arena 2016 Dota 2 Season 2. Qualifier
190414,WellPlay Invitational #5 Closed Qualifier
186997,ProDotA Cup Southeast Asia #3
186832,ProDotA Cup Europe #11
188227,The Boston Major. China. Closed Qualifiers
188225,The Boston Major. America. Closed Qualifiers
188224,The Boston Major. Europe. Closed Qualifiers
188226,The Boston Major. Asia. Closed Qualifiers
182207,ProDotA Cup Europe #10
178383,WellPlay Invitational #4
173369,Dota 2 Offence Season 1
174757,Elements Cup #2
186011,КиберБитва МегаФон. LAN-Final
183453,Shanghai Dota 2 Open #2
182245,MarsTV Dota 2 League 2016 Autumn
182553,Northern Arena BEAT Invitational. Closed Qualifiers
182180,ProDotA Cup Southeast Asia #2
182246,MarsTV Dota 2 League 2016 Autumn. Chinese Qualifiers
180866,MPGL Southeast Asian Championship
180486,MSI Battle of Pride
180520,М.Видео Dota 2 Open
177822,ProDotA Cup Europe #9
178256,World Cyber Arena 2016 Dota 2 Season 2. Главная Qualifier
177783,ProDotA Cup Southeast Asia #1
172058,The International 2016
171192,AOC Masters Championship Season 3
173557,VPGame Pro League Season 2
171644,The Mr. Cat Invitational
164553,Global Grand Masters
171908,ProDotA Cup Americas #6
172054,SL i-League Season 2. LAN-Final
171878,ProDotA Cup Europe #8
150080,NoShang Invitational
172051,The Summit 5. LAN-Final
164220,Dota 2 Professional League Season 1
166796,ProDotA Cup Europe #7
171572,Nanyang Championships Season 2
168679,Nanyang Championships Season 2. Chinese Qualifier
157586,Dota 2 Canada Cup Season 7
169381,TI6. China. Closed Qualifiers
169383,TI6. America. Closed Qualifiers
169380,TI6. Europe. Closed Qualifiers
169382,TI6. Asia. Closed Qualifiers
168146,H-Cup Season 7
166174,WellPlay Invitational #2
153652,The Manila Major 2016
165741,Pro Gamer League 2016 Summer. Qualifier
164003,SL i-League Season 2: American Qualifier
164085,ProDotA Cup Americas #5
163063,ProDotA Cup Europe #6
154433,DreamLeague Season 5
159363,EPICENTER: Moscow
162289,The Manila Major. America. Closed Qualifiers
162282,The Manila Major. Europe. Closed Qualifiers
162291,The Manila Major. Asia. Closed Qualifiers
162290,The Manila Major. China. Closed Qualifiers
110907,WePlay Dota2 League Season 3
156122,SEA Kappa Invitational Season 1
159860,Solid Dota 2 Challenge
160033,H-Cup Season 6
157788,ProDotA Cup Europe #5
157826,ESL One Frankfurt 2016: Europe Quali
158027,NXTGAME Invitational #2
154579,EPICENTER: Moscow. Qualifier
157951,H-Cup Season 5
157191,H-Cup Season 4
157648,Open Qualifier ESL One Frankfurt 2016
154772,ProDotA Cup Europe #4
156695,EPICENTER: Moscow. Chinese Pre-Qualifier
155855,ESL One Manila 2016. China Quals
153557,ProdotA Cup Americas #4
153542,EPICENTER: Moscow. Open Qualifier
145474,The Shanghai Major 2016
149943,ProDotA Cup Europe #3
136528,UCC Champions League
146384,Captains Draft 3.0
146157,Dota 2 Canada Cup Season 6
131096,ProDotA National Dota 2 Cup
147081,ProDotA Cup Europe #2
142810,UCC Hitbox Championship
141243,Hitbox Elite Cup
144873,The Shanghai Major 2016: Qualifier SEA/CN/NA
145111,The Shanghai Major 2016: Qualifier Europe
141890,Radiant & Dire Cup 2015
133987,SL i-League 2015 Dota 2. Qualifier
130228,The Defense 5
137835,DreamHack Moscow 2015
134700,PGL Dota 2 Pro-AM
135286,Hitbox EU Championship #4
135238,The Frankfurt Major 2015
130534,Nanyang Championships
132606,Qualifier Frankfurt Major 2015
129421,Hitbox EU Championship #3
128367,Asia Arena Cup
126678,Hitbox Challenger by Razer
126135,HuoMaoTV Mid-Summer League
112903,Dota Pit League Season 3
120673,Game Show Invitational
125459,ESCC 2015
120471,Mountain Trail Challenge
121611,ECL Spring 2015
123713,Razer Think Fast Cup 2
115366,Dota 2 Champions League Season 5
121059,MPGL SEA Season 7
120001,InsideDOTA Asia Challenge
119528,SLTV StarSeries XII LAN Finals
118407,VPGame Pro League
114444,SLTV StarSeries XII EU\CIS
116550,SLTV StarSeries XII SEA
116544,SLTV StarSeries XII China
116545,SLTV StarSeries XII America
112501,Hitbox Obutto Championship #2
109664,Dota 2 Asia Championships
113541,BountyHunter Showdown
99195,Blinx Beta League
111760,SLTV StarSeries XI LAN Finals
111673,SLTV ProSeries XI
100609,ECL 2014
110583,OK.DOTA 2 Cup
105312,SLTV StarSeries XI EU\CIS
110308,BenQ ALL-STAR Showmatch
104711,XMG Captains Draft 2.0
102224,YardRed Festival
106356,Hitbox Obutto Championship
105267,GSL QIWI Dota2
97931,Dota 2 Champions League Season 4
104175,GIGABYTE Challenge #9
97167,WD Dota 2 Pro Series 4
97925,Excellent Moscow Cup #2
103467,SLTV StarSeries X LAN Finals
73227,HITBOX.TV King of the Hill: Bounty Hunter
96779,SLTV StarSeries X EU\CIS
101827,World Cyber Arena 2014
101552,Celebrity Deathmatch
97503,SLTV StarSeries X SEA
97534,SLTV StarSeries X America
97535,SLTV StarSeries X China
99599,Sina Cup 5
97775,MSI SEA Dragon Battle
97716,Megafon Battle Arena
96545,SLTV SEA Preseason
91333,Good Play SEA Invitational
91352,BountyHunter Series - Asia Special
88956,Sunt CDEC New Star Cup
80184,Esports Champions League 2014
79777,Excellent Moscow Cup
85673,MSI Beat It GosuCup Asia
83782,DreamHack Bucharest 2014
82520,SLTV StarSeries IX Finals
73596,MLG T.K.O.
80490,Dota2.Ru Cup #2
77653,SLTV StarSeries IX. European Qualifiers
79997,TECHLABS CUP RU 2014
76815,Gfinity Dota 2 Cup
75602,SLTV StarSeries America IX
77933,SLTV StarSeries Korea IX
77030,Monster Energy Invitational
76208,SINA Cup Supernova S3
77161,AOC Pro Cup Season 1
75074,Yard White Festival
72549,Dota2.Ru Cup #1
75269,Битва Четырёх
73320,ESP Shock Therapy Cup
70272,CIS Carnage 2014
44644,SLTV StarSeries VIII
67411,Yard Dota 2 Festival
68192,Bigpoint Battle #11
54486,SINA Cup Supernova Dota 2 Open
41602,ASUS ROG DreamLeague Kick-Off Season
42148,Nexon Invitational Super Match
42307,TECHLABS CUP 2013 Dota 2 GRAND FINAL
10003188,European Pro League Season 38
10003198,Streamers League #2
10003226,Paragon Turbina
10003221,Чемпионат России Сбера 2026 по Dota 2
10003227,Randomania 2 по Dota 2
10003226,Paragon Turbina
